Iterations,input,output
12109,((¬s)(q∨(p→s)))⊢((q∨(p→s))∨p),((∨()(∨))(((∨)(((((()))()
12110,((t∧p)(s∨q))⊢(t∨(t∧p)),((∧t))(t))((∨))(t∨))
12111,(((r∧r)∧t)q)⊢(((r∧r)∧t)∧q),((∧∧)(∧∧))((())()∧())
12112,((q∨(p→q))(s→q))⊢((s→q)→(r∨(s→q))),((→()→→→))(→∨)(((→((∨q)((→))))))
12113,(p(r∨q))⊢((r∨q)→((r∨q)∨r)),((∨∨r(∨∨))(r∨r((∨∨))∨r))
12114,(s((p∨s)∨q))⊢(s∧(s∨r)),((→∧))()))((∨))(∨∨)))
12115,((r∧s)t)⊢((r∧s)→r),((∧∧))(())((∨s)(
12116,(((p∨p)∧q)(t→p))⊢((t→p)∨r),((∨p)(()))((∨))(∨∨))∨)))
12117,((s→r)s)⊢((s→r)∧s),((→∧))(())((ss)()
12118,(q((s∧t)→s))⊢((s∨q)∨t),((∧∧))()))((∨))(∨∨)))
12119,((p→(r∨s))t)⊢t,((→→))((∨))(∨∨)
12120,((¬r)((s∧s)∧r))⊢(r∨((s∧s)∧r)),(ss∧)(∧))((s)((s))())))
12121,(q(r∨r))⊢(q∧(r∨r)),((rr)r(r)r((∨r)(∨)
12122,(r((s→p)∨p))⊢(r∨t),((∨p))(p∨)((∨∨)(∨∨))
12123,(p(s∨t))⊢((s∨t)∨q),((∨∨))(t))((∨∨)(∨∨))
12124,(t((q→q)→t))⊢(q∨(p∨t)),((→→))(t))((∨t)(∨∨))∨)
12125,((s∧r)((p∨t)∨p))⊢(q∨(s∧r)),((∨()(()))((∨)(((∨())))
12126,((p→r)t)⊢t,((∧∧))((∨∨)
12127,(((r∨r)→r)p)⊢((p∨r)∨q),((∨∨)r(r))((∨r)(∨∨))∨)
12128,((r∧q)(q∧(r→r)))⊢(r→r),((rr))rr))((rr)(rr)))
12129,(q(¬p))⊢(s∨(¬p)),(¬∧))(¬p)(())()
12130,((t∧r)(p∨s))⊢((p∨s)→r),((→p))(p))((∨))(∨∨)))
12131,(q(s∧t))⊢((s∧t)∧t),((∧∧))∧()∧((∧∧)
12132,((p→(r∧s))(p∧s))⊢(p∨(p→(r∧s))),((→()(s)))(ps)((ss(s)s))
12133,((s→q)(s∧t))⊢((s∧t)→(s∨(s∧t))),((∧()(∧∧))((s)(((∧()∧s))
12134,(t(s→q))⊢(p∨(s→q)),((→→))(())((∨→)(∨))
12135,(t(q→p))⊢((q→p)∧((q→p)∨r)),((→→))()))((∨))(∨∨))∨)))
12136,((p∧(p∨q))q)⊢(q→(p∨q)),((∨∨))()))((∨))(∨∨)))
12137,(s(r∧q))⊢((r∧q)∨r),((∧∧))(())((∨r)(
12138,((q→p)(p∧s))⊢(p∧s),((∧∧))(())((∨s)(
12139,(p((q∨p)∧q))⊢((s∨p)∨s),((∨p))()))((∨))(∨∨)))
12140,((t∧q)s)⊢(t∨p),((∧∧))((∨)(()
12141,(((t∨r)∨t)((t∧s)∨q))⊢((t∧s)∨q),((∨()(t))(((∨)((((())))))
12142,(((t∧r)→q)(r→(s→p)))⊢(r∨(r→(s→p))),((→()(→→))(→∨)(((→((∨))((→))))))
12143,(((t∧q)∨r)(¬s))⊢((¬s)∨p),(¬∧)((∧))((∨)((()(()))
12144,((p→r)(r∧p))⊢((p→r)→r),((→r))(r))((∨r)(∨∨)))
12145,((t∧p)((r→s)→r))⊢(p∨p),((→p))(p))((∨))(∨∨)))
12146,(((p∧q)∨s)t)⊢(((p∧q)∨s)∧t),((∧()(∧)))((∨)(())()))
12147,((¬t)(r∨s))⊢(r∨s),((∧r))()))((∨))(
12148,((p∧q)(r→(p∧p)))⊢((p∧q)→(r→(p∧p))),((→()(s)))(ps)((()(()))(()))
12149,(p(t∧(q∨t)))⊢(p→t),((tt))(t))((∨t)()
12150,(t((¬t)∧r))⊢t,((∧∧))(())()
12151,(t(r∨(q∧q)))⊢(s∨(t∨q)),((qq))(q))((∨q)(∨∨)))
12152,(q(q∨p))⊢(s∨(q∨p)),((∨∨))(∨))((∨∨)(∨∨))
12153,(q(p∧q))⊢(q∨r),((∧∧))((∨)(()
12154,(r(q∧(q∧r)))⊢(r∨q),((∧q))(q))((∨q)(
12155,((p∧r)(¬s))⊢((p∧r)→p),((∧∧)(∧p)(((())())
12156,((q∧(q∧q))p)⊢(t∨p),((∧∧))(())((∨))(
12157,(p(r→s))⊢(s∨p),((→∧))((∨))(∨∨)
12158,((p→r)t)⊢((r∨t)∨p),((∨∨))(p∨)((∨∨)(∨∨))
12159,((q→s)(r∧p))⊢((q→s)∧(r∧p)),((∧∧))s∧))((ss)(ss()))
12160,(r((s∧p)∧p))⊢((r∨r)∨s),((rr))(p))((∨))()∨))
12161,((p∧(¬r))s)⊢(s∨p),((∧∧)p(p))()∨))
12162,(q(p∧(¬t)))⊢((p∧(¬t))∨p),(¬∧)((∧))((∨)(())(())
12163,(((s→t)∧r)s)⊢((s→t)∨q),((→→))(∧))((∨))((→)))
12164,(r(¬s))⊢(r∨p),((r∧))(())()
12165,((s∨t)r)⊢(r→((s∨t)∧r)),((→r))()))((∨))(∨∨)))
12166,(((q∨q)→q)s)⊢(s∨s),((→q))(q))((∨q)(∨))
12167,((t∧q)(s∧t))⊢(s∨q),((∧∧))(())((∨q)(
12168,(s(s∧(q→p)))⊢(s→(s∨s)),((→∧))s∧))((∨s)(s→)))
12169,((r→t)s)⊢(q∨s),((∧∧))((∨)((∨)
12170,((q∧(p∨q))s)⊢q,((∧∧))((∨)(()
12171,(((q→t)∧q)t)⊢(r∨((q→t)∧q)),((qqq)qq))(qqq)(qq))∨q))
12172,(s(r∧(q∨r)))⊢r,((r∧))((∨)(()
12173,((q∨t)(¬s))⊢((q∨t)∧((q∨t)∨s)),((∨()(∨))((∨)((()((()))())
12174,(((q∧s)→t)s)⊢((r∨s)∨r),((→∧))()))((∨))(∨∨)))
12175,(s(p∧t))⊢((p∧t)→(r∨(p∧t))),((∧p)(∧p))((∨))((p()))
12176,(q(s→s))⊢(s∨(s→s)),((→∧))(())((∨→)())
12177,((p→s)q)⊢(p∨q),((∧∧))((∨))(∨∨)
12178,(((t→t)∧s)(q∧s))⊢(t∨s),((∧∧))∧∧))((∨))()∧))
12179,(q(s→q))⊢(r∨(s→q)),((→→))(q))((∨→)(∨))
12180,((r∧(s∨s))((p∧r)∧q))⊢q,((∧∧))∧∧))((∨))())
12181,((t→t)q)⊢(q→(q∨t)),((tq))(t∨)((∨t)(∨∨))
12182,(((q∨t)∧t)q)⊢(q→(q∨q)),((qqqqqq)q(qqq)qqqq))
12183,((p→s)q)⊢((p→s)∧q),((∧∧))(())((∨→)()
12184,((r∨q)(q∧p))⊢(r∨q),((rq))(q))((∨q)(∨)
12185,((s→s)(r∧q))⊢((s→s)→q),((→∧))(∧))((∨→)(s→)))
12186,((q→q)q)⊢(q→((q→q)→q)),qqqqqqqqqqqqqq)qqqqq∨q)
12187,(r((q∧q)∧s))⊢(s∨((q∧q)∧s)),((∧∧))∧∧))(((q∧()∧()))
12188,((t∧s)p)⊢((t∧s)∨q),((∧∧))(())((∨))(
12189,(p(q→q))⊢p,((∧∧))((∨∨)
12190,((r∧q)(¬t))⊢((¬t)→q),((∧))(∧))(())(())
12191,((s∨p)s)⊢((s∨p)∨r),((∨p))(p))((∨∨)(∨))
12192,(p(p∧(¬t)))⊢(r∨(p∧(¬t))),(¬p)((¬))((∨)(())(())
12193,((r∨p)(p∨(r∧p)))⊢((r∨p)∧(t∨(r∨p))),(p∨()(∨))((p∨)((∨(((∨p)()∨)))∨))
12194,((t→(q→q))(r∨p))⊢((t→(q→q))∧((t→(q→q))→(r∨p))),(q→(q→→→))(→∨)(((→(((→)((→(→q→(((∨))→))))→))→q))))))))))
12195,((q∧r)s)⊢(s∨q),((∧∧))((∨)(()
12196,((t∧(t→r))(p∧(p∨t)))⊢((t∧(t→r))∨t),(tt()(t))((tt)(((t((tt)()t))))
12197,((¬q)(s∨p))⊢((¬q)∧((¬q)∨r)),(¬¬)((¬))(¬∨)((∨)((¬)((¬))
12198,(r(r→s))⊢(p∨r),((rr))((∨))(∨∨)
12199,(t((¬t)∧r))⊢(t∨t),((∧t)t(t)(((∨t)
12200,((p→p)q)⊢(p∨(p→p)),((→p)p(p∨)((∨p)(∨∨))
12201,(((q∧p)∧s)((t∧s)∧q))⊢(((t∧s)∧q)∨t),((∧()(∧∧)((∧))∧()∧∧(∧∧)(∧∧∧)
12202,(t((q→q)→t))⊢t,((t→))(t∨))(∨t)
12203,(s((q→s)→q))⊢(((q→s)→q)∨t),((→→))q→))((∨→)(q→))∨q))
12204,((t→p)q)⊢(((t→p)→q)∨q),((→→))(→))((∨))(∨∨))∨)
12205,((p∧q)q)⊢(s∨(s∨q)),((∧∧))(())((∨q)()
12206,((q∧(q∧t))t)⊢(r∨t),((∧q))(t))((∨q)(
12207,(((¬t)→q)(r∨(p→q)))⊢(((¬t)→q)→(r∨(p→q))),(q∨()(∨))((∨)((∨()((()(((()()))))))))))))
12208,(q((s∧p)∧q))⊢(q∧(q∨q)),((∧q))qq))((qq)(qq))
12209,((s∧(t∨r))r)⊢(q∨(t∨r)),((∨∨))()))((∨))(∨∨)))
12210,((s→s)t)⊢(s∨t),((∧∧))((∨)((∨)
12211,(t((r→p)∧t))⊢((r→p)∧t),((→∧))(p))((∨))(∨∨)))
12212,(t(t∨r))⊢(t∧(t∨s)),((tt))(t))((∨t)()
12213,((t→(r∨t))s)⊢(s∨(s∨r)),((→→))()))((∨))(∨∨)))
12214,((p∧q)t)⊢((p∧q)∨r),((∧∧))(())((∨))(
12215,(r(s∧p))⊢(r∧p),((∧∧))((∨)((
12216,((q→(r∧s))q)⊢(q∧(q∨q)),((qqq)qq)q(qqq)(qqq))
12217,((t→p)(s∨(p→p)))⊢(s∨(s∨(p→p))),(p→pp(p→))(p∨)((pp(p∨p))p)
12218,(((t→t)∧q)(t→t))⊢(((t→t)∧q)→(t→t)),(tttt(t→tt(ttttttttttt)tttttttt)
12219,((r→(r∧p))t)⊢(t∨q),((∧∧))(())((∨∨)(∨)
12220,(s(q→r))⊢(q∨s),((∧∧))((∨)((∨)
12221,(t(r∨r))⊢(t∧(t∨p)),((∨∨))(t))((∨∨)(∨)
12222,(t(s→t))⊢(t→(t∨r)),((→→))(t∨)((∨t)(∨))
12223,((¬q)(q∧t))⊢(p∨(q∧t)),((∧q)(∧t)(((())())
12224,(t(r→(p→r)))⊢(t∨p),((→→))(p∨)((∨∨)(∨∨))
12225,(q(r∨s))⊢(q∧(r∨s)),((r∧))(())((∨r)()
12226,((¬t)(q∨p))⊢(s∨(¬t)),(¬∨))(¬))((∨)((()(())
12227,(t((q→r)∨q))⊢(((q→r)∨q)∨r),(q∨∨))qq))((∨)((∨q)q∨q))
12228,(q(s→r))⊢(q∨r),((r∧))((∨))(∨∨)
12229,((p∨(p→t))(p∨q))⊢((p∨q)∨p),((∨∨)(∨∨))(∨∨)((∨∨))∨∨))
12230,((s∧p)s)⊢(t∨s),((∧∧))((∨)(()
12231,((q∨(r∧q))(¬r))⊢((q∨(r∧q))∨r),(qqr)(q))((q)(((q((q)))(
12232,((p∨q)(t→(¬q)))⊢((p∨q)∨p),((∨∨)(∨))((∨∨)((∨(()))))
12233,((t∧p)(¬t))⊢((¬t)∧((¬t)∨p)),(¬∧)((¬))((¬)((∨)((¬)((¬))
12234,(t(q∧q))⊢(r∨(q∧q)),((qq)q(q)qq(qq)(
12235,(((s∨p)∨q)(¬s))⊢(((s∨p)∨q)∨t),((∨()(∨))((∨∨)(((((()))())
12236,((r∧t)(r→s))⊢((r∧t)∨t),((∧∧))()))((∨))(∨∨))
12237,(r((t∨r)∨q))⊢(r→((t∨r)∨q)),((∨∨)(∨∨))(∨∨)((∨∨))∨∨))
12238,(((q→t)∨s)t)⊢(t∨r),((→→))(t∨)((∨∨)(∨∨))
12239,((¬p)(s∧p))⊢(p∨p),((pp)ppp)p()pp)
12240,((t∧q)r)⊢((t∧q)∨s),((∧∧))(())((∨q)(
12241,(q((s∧t)→s))⊢(q→(q∨s)),((→∧))(∧))((∨))((→)))
12242,((s∧p)(s∧(s∧p)))⊢(p∨p),((∧∧)p∧p))((pp)(sp)
12243,(((s∨p)∧s)((p∨r)∧t))⊢(p∨r),((∨p)(pp))((∨)((∨p())))
12244,((p→p)r)⊢((p→p)∧r),((→p))(p))((∨p)()
12245,(t(q∨t))⊢(p∨(q∨t)),((∨∨))(t∨t((∨t)(∨∨))
12246,(((r∨p)→t)q)⊢(((r∨p)→t)→q),((→→))(→))((∨))(∨∨))∨)))
12247,((s→s)((s∨q)∨r))⊢((s→s)→((s∨q)∨r)),((→()(→→))(→∨)(((→((∨r)((())r))))
12248,(((s∨r)→r)p)⊢(((s∨r)→r)∨p),((→r)((r))((∨r((r∨))∨r))
12249,((s∧p)p)⊢(p→s),((∧∧))((∨)(()
12250,(((t→p)→q)t)⊢(((t→p)→q)∨q),((→→))(→))((∨))(∨→))∨t))
12251,((t∧r)p)⊢((t∧r)∧((t∧r)∨t)),((∧∧)(∧)))((∨))())()))
12252,((p∧(q→r))(¬p))⊢((¬p)∧((¬p)∨s)),(¬p)((¬))((¬)((¬))(()((¬)))))
12253,((q∧t)(p∨(r→t)))⊢q,((∧∧))(t))((∨∨)()
12254,(s(p∧s))⊢(s∨p),((∧∧))((∨)(()
12255,((t∨t)(r∨s))⊢((t∨t)∨t),((∨∨))(t))((∨t)(∨∨))∨)
12256,((t∨s)r)⊢((t∨s)∨r),((∨∨))(∨∨)((∨∨)(∨∨))
12257,((q∧p)(t→s))⊢(q∨t),((∧∧))(())((∨t)()
12258,((s→q)(p→(r∨p)))⊢((s→q)∨q),((→→))(→))((∨))(∨∨))∨)))
12259,((p∧t)(q∨r))⊢(p∨(q∨r)),((∨∨))(∨))((∨))(∨∨)))
12260,(((s∧p)→s)(r∨q))⊢(t∨(r∨q)),((→()(()))((∨)((∨∨))∨)))
12261,(p(t∨(¬p)))⊢(p∧(t∨(¬p))),(¬p)((¬p)((∨)((p)(p))(
12262,(r((¬r)∨s))⊢(p∨(r∨t)),((∨∨)(∨))((∨∨))(∨∨))
12263,(q(s→s))⊢(q∧(q∧(s→s))),((∧∧))∧∧))((∧s)(∧∧)))
12264,(((s∧q)∧p)t)⊢(t∨r),((∧∧))(())((∨))(
12265,((q→t)(r→r))⊢((q→t)→(r→r)),((→→))(→))((∨→)(∨→))∨)))
12266,((q∨p)(r∧p))⊢((s∨(r∧p))∨q),((∨()(∨)))((∨)((∨∨())))
12267,((s∧p)(s∧(s∧p)))⊢(s∧p),(s∧∧)s∧∧)sss∧ssss∧
12268,((q∨s)(t∧t))⊢((t∧t)→t),((tt)ttt)t((tt)(ttt)
12269,(p(s∧q))⊢(s∧q),((∧∧))(()∧((
12270,(t(q→r))⊢(t∨t),((t→))((∨))(∨∨)
12271,((r∧(t→s))(s→(r∨q)))⊢(t∨r),((→())()))((∨))(∨∨))∨)))
12272,(((p∨q)∨p)t)⊢(((p∨q)∨p)∨t),((∨∨)(∨∨)((∨∨)((∨∨∨)∨∨))
12273,(((s∧s)∧p)r)⊢(r∨q),((∧∧))(())((∨s)(
12274,((s∧s)r)⊢(q∨r),((∧∧))((∨)(()
12275,((q→(s∨s))q)⊢((q→(s∨s))→q),((→→))q→))((∨))((→))∨)))
12276,(s(t→q))⊢(r∨(t→q)),((→→))(q∨)((∨→)(∨))
12277,(s(q→(p∨q)))⊢(p∨(q→(p∨q))),((∨()(()))((∨)((∨∨))∨)))
12278,((p∨q)p)⊢(q∨p),((∨∨))((∨))(∨∨)
12279,((s∨(r→r))s)⊢(p∨(s∨s)),((→r))(r))((∨))(∨∨)))
12280,((s∧s)((t∧p)→s))⊢(t∨(s∧s)),((∧∧)(∧∧))((ss)(s∧()∧s)
12281,((¬r)(t∧s))⊢((t∧s)∨s),((∧∧)(∧))(((())()
12282,((s→s)(r→r))⊢((r→r)∨r),((→rr)(rr)((rr)(rr))r)
12283,((q∧t)((¬r)∧s))⊢(s∨q),((∧∧)(∧))((()()())
12284,((r→s)t)⊢(t→(r∨t)),((→→))((∨)((∨→)(∨))
12285,(r(r→(q∧p)))⊢(r∧(r→(q∧p))),((→()(r)))((∨))((s)))))
12286,(p(s∨(t∧q)))⊢(p∨s),((∧∧))(())((∨))()
12287,(((s∨p)∨s)(r∨q))⊢((r∨q)→(((s∨p)∨s)∧(r∨q))),(r∨()(∨))((r∨)((()((()(((r)(r(((∨∨))))))))))
12288,((s∨(¬p))(s∧s))⊢((s∧s)∨r),((∧∧)(∧))((s))(())()))
12289,((s→(t∨s))q)⊢(q∨r),((→→))(q))((∨))(∨))
12290,((t→t)t)⊢(q∨((t→t)→t)),tttttttttt((tt)(tttt∨t)
12291,(q(s∨q))⊢((p∨(s∨q))∨s),((∨∨))()))((∨))(∨∨)))
12292,(((p∨p)∧s)s)⊢(((p∨p)∧s)∨r),((pp)(pp))(pp)((pp())p)
12293,((¬t)(s∨r))⊢((s∨r)∨r),((∨r)(∨))((∨∨))()∨))
12294,(((q∨s)∧q)r)⊢(r∧(q∨s)),((∧q))qq))((∨q)(q∨))
12295,(q((t→s)∨r))⊢(((t→s)∨r)→(q∧((t→s)∨r))),((→()→→→))(→∨)(((→((∨))((())))))(∨)))
12296,((p→(t→t))((p→p)∧s))⊢(p∨((p→p)∧s)),(p→pp(p→))(pp)((pp(ppp)((pp)p)))
12297,((q→p)t)⊢(t∨(q→p)),((→→))(t∨)((∨∨)(∨∨))
12298,(q(q∧(s∨p)))⊢(q∧(s∨p)),((∧∧))()))((∨))()∨))
12299,(((s∨q)∧r)(¬s))⊢((¬s)∧r),(¬∧)((∧))((s)(()))())
12300,((r∧q)(q∨r))⊢((r∧q)∨t),((qq))qq))((∨q)(q∨))
12301,((r∧t)s)⊢((r∧t)∨s),((∧∧))(())((∨))(
12302,((s→t)(p∨r))⊢(p∨(s→t)),((→→))(p))((∨))(∨∨)))
12303,((r∧q)(q∨p))⊢((q∨p)∨t),((∨∨))()))((∨))(∨∨)))
12304,(s(r∨p))⊢(q∨(s∨t)),((∨∨))(p))((∨∨)(∨∨))
12305,((s∧t)(t→(q∧t)))⊢((s∧t)∧(t→(q∧t))),(t∧(t(∧∧))(∧tt((t∧(tt∧)(∧∧t)
12306,(((s∧p)→q)(r∨p))⊢(((s∧p)→q)∧(((s∧p)→q)∧(r∨p))),(s→()(s))((∧))((()((()((((((s((((s))))))())))))))))))
12307,((¬s)((s∨q)∨t))⊢(((s∨q)∨t)∨s),((∨()(∨))((∨∨)(((((()))())
12308,(p(t∧p))⊢(p∨r),((pp)p((∨))()
12309,((t∧r)(¬s))⊢(q∨(¬s)),(¬∧)((∧))(())(())
12310,(((r∨p)∨t)s)⊢(((r∨p)∨t)∧s),((∨()(∨)))((∨)((∨∨))∨)))
12311,((r∧(r∧t))(p∨q))⊢((p∨q)∨q),((∨()(∨)))((∨)((∨∨))∨))
12312,((r∨(q→q))(p∧s))⊢((p∧s)→s),((→()(s∧))((∨))((→()))))
12313,(p(¬q))⊢(p∨t),((∧∧))(()∨()
12314,((p∧q)(t∧p))⊢((t∧p)∨p),((∧p))∧p))((∨p)()))
12315,(s(r∧s))⊢(((r∧s)∨p)∨t),((∧∧))()))((∨))()∨))
12316,(((p∨r)∧t)q)⊢(p∨((p∨r)∧t)),((∨()(∨)))((∨)((∨∨))∨))
12317,((s∧(¬q))t)⊢((s∧(¬q))∨r),(¬∧)((∧))((q)(()))())
12318,((r→(p→q))((t∧q)→p))⊢((r→(p→q))∧((t∧q)→p)),((→()→→→))(→→)(((→(((→)((→(→→))((→))))))))
12319,((r→s)(p∧s))⊢(s∨(r→s)),((→s))(s))((∨s)(s→)))
12320,((¬q)(¬r))⊢((r∨(¬q))∨p),(¬¬)(¬¬))((∨)(∨∨)(∨¬)(∨)
12321,((q∧t)t)⊢((t∨s)∨t),((tt))(t)t((∨t)()
12322,((q→s)t)⊢(p∨(q→s)),((→→))(())((∨→)(∨))
12323,((q→r)q)⊢((q→r)∨q),((qq))(q∨q((∨q)(q∨))
12324,((s→(q∧q))(s∧t))⊢((s→(q∧q))∨s),((∧()(∧∧))((()(((∧()∧)))
12325,(((q→q)→t)t)⊢(t∨r),((→→))(t∨)((∨q)(∨∨))
12326,(r(s∨s))⊢((s∨s)∧((s∨s)∨q)),((→()(r)))((∨)((()()))))
12327,((r∨s)(t→t))⊢((r∨s)∨s),((→→))()))((∨))(∨∨)))
12328,(s(p→s))⊢(s∨r),((→∧))((∨)((∨)
12329,(r(r→(q∧p)))⊢(r∨p),((rr))(r))((∨r)(∨)
12330,(r(t→r))⊢(r→(t→r)),((→→))(→∨)((∨→)(∨∨))
12331,(((s→r)∨q)s)⊢(q∨((s→r)∨q)),((→())q)))((∨)((∨∨))∨)))
12332,(q((¬t)∧p))⊢(((¬t)∧p)∨p),(¬∧)((∧))((∨)(())(())
12333,((¬q)t)⊢((q∨(¬q))∨q),((qq(qqq)(q∨q((q)(q))
12334,((¬r)(t∧(r∧r)))⊢((¬r)∨s),(¬∧)((∧))((∨)((())())
12335,(s((s→s)∨q))⊢((s→s)∨q),((→→))(→))((∨))(∨→)))
12336,(q(q∨p))⊢((q∨p)→((q∨p)∨p)),((∨∨)(∨∨))(∨∨)((∨∨))∨∨))
12337,(s(t→s))⊢((t→s)∨q),((→→))(())((∨→)(∨))
12338,((s→r)(r∧q))⊢(p∨(s→r)),((→r))(r))((∨r)(∨∨)))
12339,(q(t∨r))⊢((t∨r)∨t),((∨∨))(t∨)((∨∨)(∨∨))
12340,(q(s∧t))⊢(q∧(s∧t)),((∧∧))∧()∧((∧∧)
12341,((q∧q)(p∨r))⊢((s∨(p∨r))∨q),((∨∨)(∨)))((∨)((∨∨))∨)))
12342,((t∨(s→q))q)⊢(t∨(q∨p)),((∨∨))(t))((∨))(∨∨))∨)
12343,(((r∨p)∨t)s)⊢(((r∨p)∨t)→s),((∨∨)((∨))((∨)((∨∨))∨)))
12344,(((t∨r)→r)(q∨t))⊢((q∨t)∨r),((∨∨)(∨∨))((∨)((∨∨))∨∨))
12345,(p(r∨t))⊢(s∨p),((∨p))(p∨))(∨∨)
12346,(((p∧q)∧t)((q∨t)→r))⊢(((p∧q)∧t)→((q∨t)→r)),((→()(→))((q()((()((())((()()))((t)))))))
12347,(s((¬s)∨r))⊢((s∨q)∨p),((∨r)(())(((∨))()∨))
12348,((s∧r)p)⊢((s∧r)∧s),((∧∧))∧()∧((∧s)
12349,(t(s∧t))⊢((t∨t)∨q),((tt))(t)t((∨t)()
12350,((t∨q)q)⊢((t∨q)→q),((qq))(q∨q((∨q)(q∨))
12351,((t→s)(p∧q))⊢(t∨((t→s)∨r)),((→())()))((∨))(∨∨))∨)))
12352,(((¬r)∨t)(t→t))⊢(s∨((t→t)∨s)),((∨()(t))((t∨)(((((()))())
12353,((r→r)(t∧s))⊢((t∧s)∨p),((∧∧))(∧))((∨))()∨))
12354,((p∨p)(¬p))⊢((¬p)∨r),(¬p)(p¬p)((∨p(∨p)(p))
12355,(((p∨r)∨t)((s→t)∧r))⊢r,((→r))()))((∨))(∨∨)))
12356,((p→q)q)⊢(q→(p∨q)),((→→))(q∨)((∨q)(∨∨))
12357,((s→p)(¬p))⊢(q∨((¬p)∨r)),((∨))(∨))((∨)((()(())))
12358,((s∧(t∧p))q)⊢((s∧(t∧p))∧q),((∧∧)(∧∧))((∧∧∧()∧∧))
12359,((t∨p)p)⊢((t∨p)∨r),((∨∨)p(p∨)((∨∨)(∨∨))
12360,(((s∧s)∧p)q)⊢(s∨(r∨q)),((∧∧))()))((∨))()∨))
12361,(q(s∧(t∧p)))⊢t,((∧∧))(()∧((
12362,(((t∧q)∧s)(¬q))⊢(t∨((t∧q)∧s)),((∧()(∧))((q)((())())))
12363,((s∧(r→s))q)⊢(q∨r),((∧∧))(())((∨r)()
12364,((r∧q)(s∨r))⊢(t∨(s∨r)),((∨r))()))((∨))(∨∨)))
12365,((q∨(¬q))p)⊢((q∨(¬q))∧p),(¬∨)((¬))((∨)((∨)(())(
12366,((p∧s)(¬q))⊢((¬q)∧s),(¬∧)((∧))(())(())
12367,((p→p)q)⊢(r∨(p→p)),((→p))(p∨)((∨∨)(∨∨))
12368,((¬r)(p∨q))⊢((¬r)∨q),(¬∨)((¬))((∨)(∨()(∨))
12369,((p∨s)(q∧s))⊢(t∨q),((∧∧))(())((∨))()
12370,((t→r)(t∧t))⊢(p∨(t→r)),((→→))(t))((∨))(∨∨)))
12371,((s∧t)(r∧t))⊢((r∧t)→t),((∧∧))∧∧))((∨))())
12372,(((s∨q)∨r)(q∧r))⊢(t∨((s∨q)∨r)),((∨()(∨))((∨∨)((∨∨((∨))(∨)
12373,(r((r∧t)∨s))⊢(r→((r∧t)∨s)),((→()(()))((∨))((∨))∨)))
12374,(r(t→(r∧p)))⊢((t→(r∧p))→(r∧(t→(r∧p)))),((→()(s)))(→()((()((())((())))))))
12375,((s→s)t)⊢((s→s)∨t),((→→))(())((∨→)())
12376,((s→r)(r∧q))⊢((r∧q)∨s),((∧∧))(∧))((∨r)()∨)))
12377,(((t→r)∨r)r)⊢(r→(r∨q)),((→r))(r))((∨r)(∨∨))∨)
12378,(p((p∧s)∨t))⊢(p∨q),((∧p))(p))((∨p)()
12379,(((t→q)∧t)s)⊢s,((∧∧))((∨)(()
12380,(t(r∧(q→q)))⊢(t→(q→q)),((→q))(q))((∨q)(qq)))
12381,(((q∨q)∨t)(s→t))⊢(((q∨q)∨t)∧(s→t)),(q∨()(q)))(q∨)(((q((∨q)((q))t))))
12382,(q((q∧q)∨r))⊢(((q∧q)∨r)∨t),(qqqqqqq)q(qqq(qqqqq∨q)
12383,((p∧(t→s))(p→p))⊢((p→p)→((p→p)∨s)),(p→pp(p→))(pp)((pp(ppp)((pppp))))
12384,((r∧(p→t))(r∨r))⊢((r∨r)∨t),((∨∨)(∨)))((∨)((∨∨))∨)))
12385,((p∨p)(p→t))⊢(p∨p),(ppp)p(p∨p((pp)(p∨))
12386,((s→(q→r))(¬q))⊢((¬q)∧(s∨(¬q))),(¬∧(((q))((q)((∨))(()((()))))
12387,((p∨s)(s∨(t→r)))⊢((p∨s)→(s∨(t→r))),((→()(→→))(→∨)(((→((∨))((∨))∨))))
12388,((q∧(p∨q))s)⊢((q∧(p∨q))∨p),((∨()())))((∨)(((∨())))
12389,(((p→s)∧r)(t∧r))⊢((t∧r)∨q),((∧()(∧)))((∨))())()))
12390,(t((p∧t)→q))⊢(q∨((p∧t)→q)),((tt))tt))((∨))(tt))∨)))
12391,((s∧t)s)⊢(s∧t),((∧∧))(()∧((
12392,(((s∧q)→r)(¬s))⊢(p∨(p∨(¬s))),((s(((∧))((∨)((())())))(
12393,((r∨q)(q∧p))⊢((q∧p)→p),((∧∧))()))((∨))(∨∨))
12394,((r∨(s→t))(s∨r))⊢((s∨r)∨s),((→r)(()))((∨)((∨∨))∨)))
12395,((r→r)q)⊢(r∨(r→r)),r(rrrr(r∨r((∨r)(r∨))
12396,((s∨(p→q))p)⊢(s∨(p→q)),((→→))()))((∨))(∨∨)))
12397,((¬s)((p→p)∧s))⊢s,((∧∧))∧())((∧s)
12398,(q(q→s))⊢((q→s)∨t),((→→))(q))((∨→)(∨))
12399,((q∨p)p)⊢(p∨q),((∨∨))((∨))(∨∨)
12400,(r(s∨p))⊢(s∨r),((rr))((∨))(∨)
12401,((p∨r)(r∧(q∨t)))⊢((r∧(q∨t))∧r),((∨()(∨))(((∨)((()())))(
12402,(r(¬t))⊢(r→(¬t)),((∧))(∧))(())()
12403,((s∧q)p)⊢((s∧q)∧q),((∧∧))∧()∧((∧∧)
