Iterations,input,output
9450,((p∧t)(s∨(p∨r)))⊢((p∧t)∨t),(p∧t)(s∨(p∨r))((p∧∧)∨∨))p
9451,(p(r∧r))⊢(p∨t),p(r∧r)r(p∨t)
9452,((q∧r)(q∨t))⊢(q∨(q∨t)),(q∧r)(q∨t)((q(r∨∨))(q∨(q∨t))
9453,((¬s)(q∧q))⊢(p∨(¬s)),(¬s)(q∧q)((∨((ss))((¬s)
9454,(((q∨p)∧q)(p∧t))⊢t,((q∨p)∧q)(p∧t)t
9455,((¬s)(r→(r∧t)))⊢((¬s)∨p),(¬s)(r→(r∧t))((¬s)∨()((rs)∨p)
9456,((t→t)q)⊢(((t→t)∧q)∨r),(t→t)q((t→t)∧q)(((t→t)∧q)∨r)
9457,(s(r∧t))⊢(s∧(s∨s)),s(r∧t)(s∨s)(s∧(s∨s))
9458,((s∨(q∧s))(s∧(s→r)))⊢((s∧(s→r))∨q),(s∨(q∧s))(s∧(s→r))((s((s(r))∨))((s∧(s→r))∨q)
9459,(s(r→t))⊢(q∨s),s(r→t)(s∨(r→t))(q∨s)
9460,((s∧r)q)⊢(q∨r),(s∧r)qr(q∨r)
9461,(r((¬s)∨s))⊢(r→(r∨q)),r((¬s)∨s)(r∨q)(r→(r∨q))
9462,(((t∨r)∧s)((p→q)∧r))⊢(p∨((p→q)∧r)),((t∨r)∧s)((p→q)∧r)(((((p)∧)∧r))(p∨((p→q)∧r))
9463,(s(s∨r))⊢(s→(s∨r)),s(s∨r)(s∨s)(s→(s∨r))
9464,((p∧p)(s∧(t∨s)))⊢(q∨s),(p∧p)(s∧(t∨s))s(q∨s)
9465,((t∧q)(¬q))⊢((¬q)∧t),(t∧q)(¬q)t((¬q)∧t)
9466,((t∧(t∨p))q)⊢(p∨(t∨p)),(t∧(t∨p))q(t∨p)(p∨(t∨p))
9467,((s∧q)(¬p))⊢((¬p)∨p),(s∧q)(¬p)((¬pp)∨))(¬p
9468,((s→r)(p∧r))⊢((s→r)∧(q∨(s→r))),(s→r)(p∧r)(q∨(s→r))((s→r)∧(q∨(s→r)))
9469,((t∧t)q)⊢(q∧(q∨t)),(t∧t)q(q∨t)(q∧(q∨t))
9470,(((s∨t)∧p)(p∧q))⊢((p∧q)∧q),((s∨t)∧p)(p∧q)q((p∧q)∧q)
9471,((s∧(¬q))(q→(¬q)))⊢(s∨(s∧(¬q))),(s∧(¬q))(q→(¬q))((∨((s∨(s∧()
9472,((r→r)(r∧q))⊢((r→r)→(r∧q)),(r→r)(r∧q)((r→r)→(r∧q))
9473,(s(s→t))⊢((s→t)→((s→t)∨q)),s(s→t)((s→t)∨q)((s→t)→((s→t)∨q))
9474,((r∧q)(q∨p))⊢((q∨p)→r),(r∧q)(q∨p)r((q∨p)→r)
9475,((p∧r)((p→r)∨s))⊢(s∨(p∧r)),(p∧r)((p→r)∨s)((s(r∧rr))
9476,(t(p→q))⊢(((p→q)∨q)∨s),t(p→q)((p→q)∨q)(((p→q)∨q)∨s)
9477,((p∨q)(p∧t))⊢((p∨q)→(p∧t)),(p∨q)(p∧t)((p∨q)→(p∧t))
9478,(p(p∨p))⊢((p∨p)∧(s∨(p∨p))),p(p∨p)(s∨(p∨p))((p∨p)∧(s∨(p∨p)))
9479,(p(q→p))⊢(r∨p),p(q→p)(p∨(q→p))(r∨p)
9480,((¬t)((r→t)∨r))⊢(¬t),(¬t)((r→t)∨r)((¬t)∧((r→t)∨r))(¬t)
9481,((p∧t)q)⊢(p∨(p∧t)),(p∧t)q((p∧t)∧q)(p∨(p∧t))
9482,((t∨r)(t∨(p∨t)))⊢(s∨((t∨r)∨q)),(t∨r)(t∨(p∨t))((∨∨r)∨r)(s∨((t∨r)∨q))
9483,((q∨t)(r∧p))⊢((r∧p)∧((q∨t)→(r∧p))),(q∨t)(r∧p)((q∨t)→(r∧p))((r∧p)∧((q∨t)→(r∧p)))
9484,((q∨(r→s))q)⊢(p∨q),(q∨(r→s))q((q∨(r→s))∧q)(p∨q)
9485,((p∧t)(¬r))⊢(t∨(q∨(¬r))),(p∧t)(¬r)(q∨(¬r))(t∨(q∨(¬r)))
9486,((r∧(s∨q))(q∨t))⊢((r∧(s∨q))∨p),(r∧(s∨q))(q∨t)((r∧∧s∨q))∨r∧(∨))
9487,((p∧(t∧s))(s∧q))⊢((s∧q)∧(s∨(s∧q))),(p∧(t∧s))(s∧q)(s∨(s∧q))((s∧q)∧(s∨(s∧q)))
9488,(t(r∧s))⊢((r∧s)∧(p∨(r∧s))),t(r∧s)(p∨(r∧s))((r∧s)∧(p∨(r∧s)))
9489,((p∨p)(p→t))⊢((p→t)∨s),(p∨p)(p→t)((p∨p)∨))((p→t)∨s)
9490,(q((p→s)∧s))⊢(t∨(s∨q)),q((p→s)∧s)(s∨q)(t∨(s∨q))
9491,((p∧r)(t→(t→r)))⊢(s∨(p∧r)),(p∧r)(t→(t→r))((∨(r∧r))(
9492,((t∨q)(q→s))⊢(s∨(q→s)),(t∨q)(q→s)((∨(q)∨))(s∨(q→s))
9493,((p∧r)(¬q))⊢(r∨s),(p∧r)(¬q)s(r∨s)
9494,(q(t∨t))⊢((t∨t)∨t),q(t∨t)((∨∨t((t∨t)∨t)
9495,(((q→t)∧t)q)⊢(q→t),((q→t)∧t)qt(q→t)
9496,(p((q→t)∧q))⊢p,p((q→t)∧q)(p∧((q→t)∧q))p
9497,(s((t∧t)→p))⊢(s∧((t∧t)→p)),s((t∧t)→p)(s∧((t∧t)→p))
9498,((t∨(s∨r))r)⊢(r∨(t∨(s∨r))),(t∨(s∨r))r((t∨(s∨r))∨r)(r∨(t∨(s∨r)))
9499,(((t→r)∧q)r)⊢q,((t→r)∧q)r(((t→r)∧q)∧r)q
9500,(q(r∨t))⊢(q∨q),q(r∨t)(q∨(r∨t))(q∨q)
9501,((q∨t)(¬t))⊢(¬t),(q∨t)(¬t)((q∨t)∧(¬t))(¬t)
9502,(((s∨q)∨p)(q∧t))⊢(((s∨q)∨p)∨t),((s∨q)∨p)(q∧t)(((s∨q)∨)(((s∨q)∨p)∨t)
9503,((t→r)((¬t)∨q))⊢((t→r)∨r),(t→r)((¬t)∨q)((t→r)∨))(()(r)→r)t
9504,((s→p)(p→(s∨q)))⊢((s→p)∧((s→p)∧(p→(s∨q)))),(s→p)(p→(s∨q))((s→p)∧(p→(s∨q)))((s→p)∧((s→p)∧(p→(s∨q))))
9505,((¬t)(p∨s))⊢((¬t)∧((¬t)∨p)),(¬t)(p∨s)((¬t)∨p)((¬t)∧((¬t)∨p))
9506,(r(r∨q))⊢((r∨q)→((r∨q)∨r)),r(r∨q)((r∨q)∨r)((r∨q)→((r∨q)∨r))
9507,((p∧p)(s∧(t∨s)))⊢((p∧p)∧p),(p∧p)(s∧(t∨s))p((p∧p)∧p)
9508,((s→(¬p))s)⊢(s∨p),(s→(¬p))s((s→(¬p))→s)(s∨p)
9509,(q((¬t)∧p))⊢(p∨r),q((¬t)∧p)((p∨))
9510,(p(t→r))⊢(s∨p),p(t→r)(p∨(t→r))(s∨p)
9511,((¬s)(t∨(p∧r)))⊢(p∨(¬s)),(¬s)(t∨(p∧r))((¬s)s()(pp(rs))(¬
9512,((q∨p)(t→p))⊢(s∨(t→p)),(q∨p)(t→p)((∨(t)p))(s∨(t→p))
9513,(r(p∨(¬s)))⊢(r∧(r∨r)),r(p∨(¬s))(r∨r)(r∧(r∨r))
9514,(((s∧t)→p)s)⊢(s∧(t∨s)),((s∧t)→p)s(t∨s)(s∧(t∨s))
9515,((r∧s)q)⊢((r∧s)→((r∧s)∨t)),(r∧s)q((r∧s)∨t)((r∧s)→((r∧s)∨t))
9516,((s∨q)(p∧q))⊢((s∨q)→p),(s∨q)(p∧q)p((s∨q)→p)
9517,((¬p)(q∧t))⊢((q∧t)∧q),(¬p)(q∧t)q((q∧t)∧q)
9518,(s(p→p))⊢((p→p)∨s),s(p→p)(s∨(p→p))((p→p)∨s)
9519,(t(t→(¬p)))⊢(r∨t),t(t→(¬p))(t∨(t→(¬p)))(r∨t)
9520,((s→t)r)⊢(p∨r),(s→t)r((s→t)∧r)(p∨r)
9521,((q∨s)(p∨p))⊢(s∨(q∨s)),(q∨s)(p∨p)((∨(s∨s))(s∨(q∨s))
9522,((s→(s∧q))s)⊢(p∨s),(s→(s∧q))s((s→(s∧q))→s)(p∨s)
9523,(s(t→q))⊢(q∨(t→q)),s(t→q)(s∨(t→q))(q∨(t→q))
9524,(p(r→(t∧p)))⊢(r∨(q∨p)),p(r→(t∧p))(q∨p)(r∨(q∨p))
9525,(((s∧s)∧r)s)⊢(t∨s),((s∧s)∧r)s((∨s))
9526,((s→q)(¬t))⊢((¬t)∧(r∨(¬t))),(s→q)(¬t)(r∨(¬t))((¬t)∧(r∨(¬t)))
9527,((¬s)(p∧t))⊢(t∨(p∧t)),(¬s)(p∧t)((∨((pt))(t((p∧t))
9528,(s((q→t)∧q))⊢(s∨q),s((q→t)∧q)(s∨∨)(
9529,(((r∧t)∨s)(r∧q))⊢(t∨((r∧t)∨s)),((r∧t)∨s)(r∧q)((r(∧∧∨s)(t∨((r∧t)∨s))
9530,(p(r→s))⊢(p∨s),p(r→s)(p∨(r→s))(p∨s)
9531,((t→r)(q∧t))⊢((q∧t)∨p),(t→r)(q∧t)((t∧t)∨p)((q∧t)∨p)
9532,((¬t)p)⊢(s∨(¬t)),(¬t)p((¬t)tp)(s∨(¬t))
9533,((s∨r)(p→r))⊢((s∨r)∨s),(s∨r)(p→r)((s∨r)∨))((s∨r)∨s)
9534,((r∨s)(s∨t))⊢(((r∨s)∧(s∨t))∨s),(r∨s)(s∨t)((r∨s)∧(s∨t))(((r∨s)∧(s∨t))∨s)
9535,(t(t∧(r∨t)))⊢(t∨t),t(t∧(r∨t))((t∨t)
9536,(q((q→r)∧t))⊢(p∨((q→r)∧t)),q((q→r)∧t)(q∨((q→r)∧t))(p∨((q→r)∧t))
9537,((s∧(q∧q))s)⊢q,(s∧(q∧q))s(q∧q)q
9538,(((q→q)→s)r)⊢(s∨(r∨s)),((q→q)→s)r(r∨s)(s∨(r∨s))
9539,((s→q)(q∧q))⊢((s→q)→q),(s→q)(q∧q)q((s→q)→q)
9540,((p→s)r)⊢((p→s)∨r),(p→s)r((p→s)→r)((p→s)∨r)
9541,((t∨t)(t→t))⊢((t∨t)→(t→t)),(t∨t)(t→t)((t∨t)→(t→t))
9542,(t((¬r)∧s))⊢((r∨t)∨s),t((¬r)∧s)(r∨t)((r∨t)∨s)
9543,(q((q∧q)∨r))⊢(q→(q∨p)),q((q∧q)∨r)(q∨p)(q→(q∨p))
9544,((s→s)(r→r))⊢((s→s)∧(p∨(s→s))),(s→s)(r→r)(p∨(s→s))((s→s)∧(p∨(s→s)))
9545,(((q∨t)∨p)r)⊢(s∨((q∨t)∨p)),((q∨t)∨p)r(((q∨t)∨p)∧r)(s∨((q∨t)∨p))
9546,((q∧(t→t))q)⊢((t→t)∨p),(q∧(t→t))q(t→t)((t→t)∨p)
9547,((s∨s)(¬p))⊢(q∨(¬p)),(s∨s)(¬p)((s(s)))((q((pp))
9548,((s∧(q∨r))((t∧p)∧r))⊢t,(s∧(q∨r))((t∧p)∧r)(
9549,((p∧s)(¬q))⊢(p∨s),(p∧s)(¬q)p(p∨s)
9550,(((s∧p)∨q)r)⊢(r∨t),((s∧p)∨q)r(((s∧p)∨q)∧r)(r∨t)
9551,(p(p∧q))⊢((p∧q)∨q),p(p∧q)(p∨(p∧q))((p∧q)∨q)
9552,((q∧s)(s∨t))⊢((q∧s)∧(s∨t)),(q∧s)(s∨t)((q∧s)∧(s∨t))
9553,((s∧r)(¬p))⊢(r∨(s∧r)),(s∧r)(¬p)((∨(ssr))(r((sr))
9554,((q∨(¬q))(p∨p))⊢((p∨p)∨t),(q∨(¬q))(p∨p)((q∨(¬q))((p∨p)∨((p∨pt
9555,((q→s)q)⊢(t∨q),(q→s)q((q→s)∧q)(t∨q)
9556,(s(t∧(t∨t)))⊢(s∧(q∨s)),s(t∧(t∨t))(q∨s)(s∧(q∨s))
9557,((s∧s)(r→t))⊢(s∧s),(s∧s)(r→t)((s∧s)∧(r→t))(s∧s)
9558,((s∨(p→p))(p→t))⊢((p→t)∨s),(s∨(p→p))(p→t)((p∨tp→p))((→→t)s)
9559,(p(q→p))⊢((q→p)∨s),p(q→p)(p∨(q→p))((q→p)∨s)
9560,((t∧p)(¬t))⊢(p∨(¬t)),(t∧p)(¬t)((∨((tt))(((t)
9561,((t∨q)(q→s))⊢((q→s)∨t),(t∨q)(q→s)((t∨q)∨))((q→s)∨t)
9562,((t∨q)(p→s))⊢((t∨q)∨s),(t∨q)(p→s)((t∨q)∨))((t∨q)∨s)
9563,(((r→q)→r)s)⊢(s→(p∨s)),((r→q)→r)s(p∨s)(s→(p∨s))
9564,((p→(s∧p))(r→q))⊢((r→q)∧((r→q)∨r)),(p→(s∧p))(r→q)((r→q)∨r)((r→q)∧((r→q)∨r))
9565,(t(s∧q))⊢(t∧(s∧q)),t(s∧q)(t∧(s∧q))
9566,(t(q→t))⊢(t→(q→t)),t(q→t)(t→(q→t))
9567,((q→p)(q→t))⊢((q→p)∨r),(q→p)(q→t)((q→p)∨))((q→p)∨r)
9568,((s∨r)q)⊢(s∨(p∨q)),(s∨r)q(q∨q)(s∨(p∨q))
9569,((t→t)(r→p))⊢(s∨(r→p)),(t→t)(r→p)((∨(t→∨))(s∨(r→p))
9570,(p(r∧(p→q)))⊢((r∧(p→q))→(p→(r∧(p→q)))),p(r∧(p→q))(p→(r∧(p→q)))((r∧(p→q))→(p→(r∧(p→q))))
9571,((t∧r)(s→s))⊢r,(t∧r)(s→s)r
9572,(((r∨q)→t)r)⊢((r∨s)∨r),((r∨q)→t)r(r∨s)((r∨s)∨r)
9573,((r→(r→p))(q∧r))⊢((r→(r→p))→(q∧r)),(r→(r→p))(q∧r)(r∨(q∧r))((r→(r→p))→(q∧r))
9574,(p((q∨s)→r))⊢(t∨(p∨s)),p((q∨s)→r)(p∨s)(t∨(p∨s))
9575,((s→r)(r∧q))⊢((r∧q)∧q),(s→r)(r∧q)q((r∧q)∧q)
9576,(((p→s)∨r)q)⊢((q∨q)∨s),((p→s)∨r)q(q∨q)((q∨q)∨s)
9577,(s(r∧(¬p)))⊢(s∨(¬p)),s(r∧(¬p))(¬p)(s∨(¬p))
9578,((t∧r)(¬s))⊢((¬s)→t),(t∧r)(¬s)t((¬s)→t)
9579,((q∧r)(q∨(r∧p)))⊢((q∧r)∨t),(q∧r)(q∨(r∧p))((q∧rr∨∨))∧
9580,((s→(q∨r))t)⊢t,(s→(q∨r))t((s→(q∨r))∧t)t
9581,((r∧q)r)⊢(r∨q),(r∧q)r((r∨q)
9582,((r→p)((¬q)∨t))⊢((r→p)→(s∨(r→p))),(r→p)((¬q)∨t)(s∨(r→p))((r→p)→(s∨(r→p)))
9583,(t(p→(t∧s)))⊢((p→(t∧s))∨q),t(p→(t∧s))(t∨(p→(t∧s)))((p→(t∧s))∨q)
9584,(((r∧t)→r)q)⊢(p∨q),((r∧t)→r)q(((r∧t)→r)∧q)(p∨q)
9585,((s∨p)(s∧r))⊢((s∨p)∨p),(s∨p)(s∧r)((s∨∨)∨p)((s∨p)∨p)
9586,(((t∨q)→p)t)⊢(t→(t∨q)),((t∨q)→p)t(t∨q)(t→(t∨q))
9587,(((p∧q)∧t)((q∨t)→r))⊢t,((p∧q)∧t)((q∨t)→r)t
9588,((p∧(q→r))(¬p))⊢(r∨(¬p)),(p∧(q→r))(¬p)((∨((p))(r(¬
9589,((¬q)(q∧s))⊢(q∨(q∧s)),(¬q)(q∧s)((∨((qs))(q((q∧s))
9590,(p((s∨r)∨p))⊢(q∨p),p((s∨r)∨p)(p∨((s∨r)∨p))(q∨p)
9591,((q→q)((q→s)→t))⊢((q→q)∨p),(q→q)((q→s)→t)((q→q)∨))((s→→t∨p)
9592,((t→(¬q))s)⊢(r∨(t→(¬q))),(t→(¬q))s((t→(¬q))→s)(r∨(t→(¬q)))
9593,(((r∧t)∨s)t)⊢(t∧(((r∧t)∨s)∧t)),((r∧t)∨s)t(((r∧t)∨s)∧t)(t∧(((r∧t)∨s)∧t))
9594,(t(q∨s))⊢(t∨t),t(q∨s)(t∨(q∨s))(t∨t)
9595,((r→s)s)⊢((r→s)∨r),(r→s)s((r→s)→r)((r→s)∨r)
9596,((p→(¬q))p)⊢(t∨p),(p→(¬q))p((p→(¬q)))p)(t∨p)
9597,(t(q→(r∨r)))⊢(t→(q→(r∨r))),t(q→(r∨r))(t→(q→(r∨r)))
9598,(((q∨t)∧t)(t∧s))⊢((t∧s)∨r),((q∨t)∧t)(t∧s)(((∧∧s)r))
9599,((s∧(r→s))r)⊢(r→(q∨r)),(s∧(r→s))r(q∨r)(r→(q∨r))
9600,((r→r)t)⊢((r→r)∨r),(r→r)t((r→r)∨r)((r→r)∨r)
9601,((t→t)(q∨p))⊢((q∨p)→((t→t)∧(q∨p))),(t→t)(q∨p)((t→t)∧(q∨p))((q∨p)→((t→t)∧(q∨p)))
9602,((t∨q)(s→p))⊢((s→p)∨r),(t∨q)(s→p)((t∨q)∨))((s→p)∨r)
9603,(q(q∨(r∨t)))⊢q,q(q∨(r∨t))(q∧(q∨(r∨t)))q
9604,((¬r)(t∧(r∧r)))⊢((t∧(r∧r))∨r),(¬r)(t∧(r∧r))((¬r)r∧r((∨∧(rr()r)
9605,(((p∨p)∧r)((q→r)∧t))⊢((p∨p)∧r),((p∨p)∧r)((q→r)∧t)(((p∨p)∧r)∧((q→r)∧t))((p∨p)∧r)
9606,((¬t)p)⊢(p∧(p∨p)),(¬t)p(p∨p)(p∧(p∨p))
9607,(p(t→(t∨t)))⊢(s∨p),p(t→(t∨t))(p∨(t→(t∨t)))(s∨p)
9608,((s∧s)(r→t))⊢((s∧s)∨t),(s∧s)(r→t)((s∧s)∨t)((s∧s)∨t)
9609,((s→s)r)⊢(q∨(s→s)),(s→s)r((s→s)sr)(q∨(s→s))
9610,((p→p)(q∧r))⊢(p→p),(p→p)(q∧r)((p→p)∧(q∧r))(p→p)
9611,(((r∨r)∨r)r)⊢((r∨r)∨r),((r∨r)∨r)r(r∨r)((r∨r)∨r)
9612,((t∨(¬q))q)⊢(t∨q),(t∨(¬q))q((t∨(¬q)))q)(t∨q)
9613,(((¬t)∨p)p)⊢((q∨p)∨s),((¬t)∨p)p(q∨p)((q∨p)∨s)
9614,(((p∨r)∧t)q)⊢(s∨q),((p∨r)∧t)q((∨q)))
9615,((q∧t)q)⊢(q∨t),(q∧t)q((q∨t)
9616,((s→(q∨r))t)⊢((s→(q∨r))∧t),(s→(q∨r))t((s→(q∨r))∧t)
9617,(q((p∧r)∨q))⊢(q∧((p∧r)∨q)),q((p∧r)∨q)(q∧((p∧r)∨q))
9618,(r((p∨p)∨r))⊢(r∨p),r((p∨p)∨r)(r∨((p∨p)∨r))(r∨p)
9619,((p∨t)s)⊢(s∨r),(p∨t)s((p∨t)∧s)(s∨r)
9620,((p∧q)(p∨q))⊢((p∨q)→p),(p∧q)(p∨q)p((p∨q)→p)
9621,((q→t)r)⊢(q→t),(q→t)r((q→t)∧r)(q→t)
9622,((s∧r)p)⊢(r∨(s∧r)),(s∧r)p((s∧r)rp)(r∨(s∧r))
9623,(t(t∨r))⊢(q∨(t∨r)),t(t∨r)(t∨(t(r∨(t∨r))
9624,(r((q∨q)→r))⊢(r→(r→((q∨q)→r))),r((q∨q)→r)(r→((q∨q)→r))(r→(r→((q∨q)→r)))
9625,((q∧(s∧s))(t→r))⊢((t→r)∨s),(q∧(s∧s))(t→r)((∨∧r)∨s))(t→
9626,((p∨t)(p∨p))⊢((p∨p)∨p),(p∨t)(p∨p)((p∨p)∨))((p∨p)∨p)
9627,(p((s∨r)∧r))⊢((p∨p)∨s),p((s∨r)∧r)(p∨p)((p∨p)∨s)
9628,((¬s)(p∨(¬s)))⊢(t∨(¬s)),(¬s)(p∨(¬s))((¬s¬s))(t∨s¬s)(
9629,(((t→r)∧q)r)⊢(((t→r)∧q)→r),((t→r)∧q)rq(((t→r)∧q)→r)
9630,(r(p∨r))⊢((r∨r)∨p),r(p∨r)(r∨r)((r∨r)∨p)
9631,(t((p∧t)∨s))⊢(t∧(t∨q)),t((p∧t)∨s)(t∨q)(t∧(t∨q))
9632,(t(t→r))⊢((t→r)∨p),t(t→r)(t∨(t→r))((t→r)∨p)
9633,(((p→t)∧r)(t∧s))⊢((t∧s)→s),((p→t)∧r)(t∧s)s((t∧s)→s)
9634,(p((q→t)∧q))⊢(s∨(q→t)),p((q→t)∧q)(q→t)(s∨(q→t))
9635,((p∧r)r)⊢(t∨(p∧r)),(p∧r)r((p∧r)rr)(t∨(p∧r))
9636,((r∨p)(r→(t∧p)))⊢(q∨(r→(t∧p))),(r∨p)(r→(t∧p))((r(r)())(q∨(r→(t∧p)))
9637,(((¬p)∨p)(s→t))⊢(p∨(s→t)),((¬p)∨p)(s→t)((∨¬p→∨))(ps→s→t))
9638,(t(q→p))⊢(q∨t),t(q→p)(t∨(q→p))(q∨t)
9639,((r∧p)(q∧p))⊢(r∧p),(r∧p)(q∧p)((r∧p)∧(q∧p))(r∧p)
9640,((s∧t)p)⊢(s∨t),(s∧t)p((s∨t)
9641,((¬t)(q→t))⊢(r∨(q→t)),(¬t)(q→t)((∨(q→t))(r((q→t))
9642,(p(r→s))⊢(t∨(p∨(r→s))),p(r→s)(p∨(r→s))(t∨(p∨(r→s)))
9643,((q∨(¬q))(t∧r))⊢(t∨(q∨(¬q))),(q∨(¬q))(t∧r)((∨(qq(¬))))(t∨(q∨(¬q
9644,(((p∨t)∨s)q)⊢(q∨t),((p∨t)∨s)q(((p∨t)∨s)∧q)(q∨t)
9645,((¬t)(s∧p))⊢s,(¬t)(s∧p)s
9646,((r→p)(r∧s))⊢(q∨(r→p)),(r→p)(r∧s)((r(r)∨))(q∨(r→p))
9647,((r→(r∧q))s)⊢(r∨(r∨s)),(r→(r∧q))s(r∨s)(r∨(r∨s))
9648,((¬s)(p∨t))⊢(((¬s)∨q)∨p),(¬s)(p∨t)((¬s)∨q)(((¬s)∨q)∨p)
9649,((p→s)(q∨q))⊢((p→s)∨q),(p→s)(q∨q)((p→s)∨))((p→s)∨q)
9650,((q→p)(s∧r))⊢((s∧r)→s),(q→p)(s∧r)s((s∧r)→s)
9651,((t→r)(¬t))⊢((¬t)→(s∨(¬t))),(t→r)(¬t)(s∨(¬t))((¬t)→(s∨(¬t)))
9652,((t→r)(q∨s))⊢(t→r),(t→r)(q∨s)((t→r)∧(q∨s))(t→r)
9653,((s∨s)t)⊢(t∧(p∨t)),(s∨s)t(p∨t)(t∧(p∨t))
9654,((s→(t∨s))q)⊢(q∨q),(s→(t∨s))q((s→(t∨s))→q)(q∨q)
9655,((r∧(s→t))(s→p))⊢(r∨r),(r∧(s→t))(s→p)r(r∨r)
9656,((s→q)(s∧t))⊢((s→q)∧(q∨(s→q))),(s→q)(s∧t)(q∨(s→q))((s→q)∧(q∨(s→q)))
9657,((r∧r)r)⊢((r∧r)∨t),(r∧r)r((r∧r)∨r)((r∧r)∨t)
9658,(((¬r)∨t)(t→t))⊢(((¬r)∨t)∧(t→t)),((¬r)∨t)(t→t)(((¬r)∨t)∧(t→t))
9659,(t((¬t)∧r))⊢((¬t)∧r),t((¬t)∧r)(t∧((¬t)∧r))((¬t)∧r)
9660,((p→q)t)⊢(t∨t),(p→q)t((p→q)∧t)(t∨t)
9661,((r∧s)r)⊢(r∨s),(r∧s)rs(r∨s)
9662,(t(q∧q))⊢(t∨(t∨r)),t(q∧q)(t∨r)(t∨(t∨r))
9663,(t(r→(p→r)))⊢(t→(q∨t)),t(r→(p→r))(q∨t)(t→(q∨t))
9664,((r∧(¬q))(q∧p))⊢(r∨p),(r∧(¬q))(q∧p)p(r∨p)
9665,((¬q)(s∨p))⊢(r∨(¬q)),(¬q)(s∨p)((∨()∨))((r(¬¬q))
9666,((q∨p)t)⊢(r∨t),(q∨p)t((q∨p)∧t)(r∨t)
9667,((t→(s∧q))(q∧(s→s)))⊢((t→(s∧q))→((t→(s∧q))→(q∧(s→s)))),(t→(s∧q))(q∧(s→s))((t→(s∧q))→(q∧(s→s)))((t→(s∧q))→((t→(s∧q))→(q∧(s→s)))
9668,((r∨q)(s∨s))⊢((s∨s)∨s),(r∨q)(s∨s)((r∨s)∨))((s∨s)∨s)
9669,(r(t∧(r∧r)))⊢((t∧(r∧r))→t),r(t∧(r∧r))t((t∧(r∧r))→t)
9670,(((s∨p)∨s)(r∨q))⊢(p∨((s∨p)∨s)),((s∨p)∨s)(r∨q)((∨(r∨∨))(p∨((s∨p)∨s))
9671,(q(s∧q))⊢((s∧q)∨q),q(s∧q)(q∨(s∧q))((s∧q)∨q)
9672,((s∨(q∧s))(s∧(s→r)))⊢((s∨(q∧s))∨p),(s∨(q∧s))(s∧(s→r))((s∨(q∧s))∨))((s∨(q∧s))∨p)
9673,((r∨(s→t))s)⊢((r∨(s→t))∨p),(r∨(s→t))s((r∨(s→t))∨s)((r∨(s→t))∨p)
9674,((p→s)q)⊢(s∨(t∨(p→s))),(p→s)q(t∨(p→s))(s∨(t∨(p→s)))
9675,((p∨q)(s∨(¬s)))⊢(((p∨q)∨s)∨t),(p∨q)(s∨(¬s))((p∨q)∨s)(((p∨q)∨s)∨t)
9676,(t(t→t))⊢(t→(t→t)),t(t→t)(t→(t→t))
9677,(((t∧s)∨s)(s∧t))⊢(s∧t),((t∧s)∨s)(s∧t)(((t∧s)∨s)∧(s∧t))(s∧t)
9678,((s∨p)((¬r)→p))⊢(t∨((¬r)→p)),(s∨p)((¬r)→p)((s(()r)→pr)(t∨((¬r(())
9679,(((t→t)→r)(t→(q→p)))⊢(((t→t)→r)∧(t→(q→p))),((t→t)→r)(t→(q→p))(((t→t)→r)∧(t→(q→p)))
9680,((r→(t→r))(p∧t))⊢(t∨(p∧t)),(r→(t→r))(p∧t)((∨((∧t)))
9681,(r(r→s))⊢(r∨t),r(r→s)(r∨(r→s))(r∨t)
9682,(q(t∨s))⊢q,q(t∨s)(q∧(t∨s))q
9683,((t→t)(¬p))⊢((¬p)∨s),(t→t)(¬p)((¬(t∨∨)((¬pp)ss)
9684,(r(r∨(r→t)))⊢(r∨(r→t)),r(r∨(r→t))(r∧(r∨(r→t)))(r∨(r→t))
9685,((p∨p)p)⊢((p∨p)∨s),(p∨p)p(pppp((p∨p)∨s)
9686,(q(t→s))⊢((t→s)→(s∨(t→s))),q(t→s)(s∨(t→s))((t→s)→(s∨(t→s)))
9687,((p∨(p→q))(p→(q∧t)))⊢(q∨(p∨(p→q))),(p∨(p→q))(p→(q∧t))((p((∨(q))∨))(q∨(p∨(p→q)))
9688,((q→(¬s))(p∧t))⊢((p∧t)∨s),(q→(¬s))(p∧t)(((→∧)∨s))(t
9689,(((r∧r)∧s)p)⊢(p∨p),((r∧r)∧s)p(p∨p))
9690,(t((¬q)→t))⊢(p∨t),t((¬q)→t)(t∨((¬q)→t))(p∨t)
9691,((s∨r)r)⊢(r∧(r∨q)),(s∨r)r(r∨q)(r∧(r∨q))
9692,(((¬q)→r)((r∨t)∧t))⊢(r∨t),((¬q)→r)((r∨t)∧t)t(r∨t)
9693,((r→(r∧r))t)⊢(t∨t),(r→(r∧r))t((r→(r∧r))→t)(t∨t)
9694,(((q→q)→t)r)⊢r,((q→q)→t)r(((q→q)→t)∧r)r
9695,((p∧q)(¬p))⊢((p∧q)→(q∨(p∧q))),(p∧q)(¬p)(q∨(p∧q))((p∧q)→(q∨(p∧q)))
9696,((t∨s)(t∧s))⊢((t∨s)∨p),(t∨s)(t∧s)((t∨s)∨p)((t∨s)∨p)
